anger," With everything , with everybody , with all this ! "
neutral," Certainly , perhaps . "
sadness, I ’ m rather disappointed at not being able to see my best friend off . 
happiness," Oh , Jack ! That's wonderful ! "
neutral, I thought you had been to Australia too . 
happiness," Typical you , always wanting to keep the best things for yourself . The more I appreciate the gift now . "
neutral, I think the government should make a serves of moves to cool the market . 
happiness, Couldn ’ t be better . And you ? 
anger, The tapping of your pen on your desk . It ’ s driving me crazy . 
anger, Fine ! By the way would you mind not slurping your coffee every time you have a cup ! 
anger," I don ’ t slurp my coffee . And plus , how can you hear it when you ’ re shouting into your phone all the time ? "
anger, You ’ Ve got to be kidding me ! You ’ re complaining about me talking on the phone when you go out for a cigarette break ten times a day to shoot the breeze ? 
anger," Look , we have a lot of accumulated anger from working in these conditions , and it ’ s probably okay to let off steam once in a while . But , it ’ s probably not a good idea to keep it up I ’ m willing to forgive and forget and if you are . "
anger, Fine . Let's call a truce . I'll try to more considerate and to keep the noise down . 
happiness, Autumn is also very nice in Washington . 
happiness,"Mike , come and look at this painting of shrimp ! It is so simple yet so vivid ! "
happiness," Yes , it is . How do you know that ? "
happiness," Cool ! What kind of Chinese painting do you prefer , free sketch or claborate-style painting ? "
happiness, The ice will soon be thick enough for skating . I am so fond of winter sports . 
happiness, You're welcome . Did you have a good time on this vacation ? 
happiness, It's time I left . 
neutral, Much better than mine . 
anger, It's the new neighbor . I hate her guts . 
anger, She made another white crack about my clothes . 
neutral," We have a guy who plays guitar , and another who plays bass.Although we still haven ’ t found anyone to be our singer . You told me that you had some musical talent , right ? "
anxiety, I'll see you at the airport at 12 thirty P . m . 
happiness, Ok . See you tomorrow . 
happiness, Here is a good place . Let's get out . 
anger,Why didn't you tell me you had a girlfriend ? 
anger, You can't be serious . How dare you not tell me you were going to marry her ? 
anger," Oh , you men ! You're all the same . "
neutral, do you want to have them made or do you want to rent them ? 
happiness," Mary , don't move . Stand right there . It's a good shot . The background is very pretty . "
neutral," I go to movies ; I go to lectures ; I listen to the radio ; I do lots of things . Most importantly , I practice every chance I get . "
neutral, It is in mine too.The biggest issue is water . The climate is dry and so water conservation is very important . 
neutral,Hurry up . Time is running out . 
happiness," Great ! Warm up with some scales and arpeggios first . Good , good . This week , work on keeping the rhythm steady when you play the last part with the sixteenth note . Now let ’ s take a look at this "
neutral,Can you tell me the time ? 
happiness,"Hi , Mary , long time no see . "
neutral, we landed in Southampton and waited an hour for the storms to pass and then took off again . 
sadness," I fell on the way to school , and your bike got scratched . I'm really sorry . "
happiness, Merry Christmas to you ! 
happiness,"Hello ! I'm Penny , I moved here just now . "
happiness, Yes . Would you like to come here later to have a coffee ? Bring all your family . 
happiness, Bye . 
anxiety," Oh , how dreadful ! I ’ m ever so sorry . "
happiness,I just finished reading this article ' Getting Old Gracefully ' . It's a very good article . 
happiness, I've never given a speech in front of a thousand people before . 
neutral, Not particularly . I like fat girls . 
neutral, Then you will be in line for a doom . 
happiness, I ’ m sure I ’ ll like it here . 
happiness,"It ’ s so relaxing , taking a walk in the country . The air is so fresh and clean . "
neutral, What do you mean ? 
neutral,"are you working overtime again ? Over the last two weeks , you have worked overtime every day without a break ! Your company is draining the life out of you ! "
anger, That's just wrong ! why don't you just quit ? 
anger, it sounds like any job will be better than the one you have now ! 
anger, That ’ s too much . 
happiness," Well , the life style is much more relaxed than here in the city . And the seafood is tastier ! "
sadness,My girlfriend dumped me . 
neutral, Yeah . To win is the most important thing . 
sadness," Yes , I know , sir . I'm sorry . "
neutral, I'm not sure yet . 
happiness,How have you been ? 
happiness," Well , yes . Several colleagues from different departments helped me with that . They are very supportive . I consulted an economic expert last week . He was very kind to give valuable suggestions . "
neutral, The problem is that I just have no one to turn to right now . 
neutral, Really ? Generally they will turn out to be a good thing . 
happiness,Don't worry . I'm sure you'll do better next time . 
happiness, Can you tell me how to improve myself ? 
happiness, It's a pleasure . Come on . I'm on your side . 
neutral, But he took some newspaper away without paying . 
anger," Oh , shut up , will you ? It was all your fault.If you'd kept quite this would never have happened . "
anger," Oh , so it was my fault , was it ? If I hadn't warned you in time it would have been much worse . "
sadness, I didn't sleep a wink last night . 
sadness," Well , I am under a lot of pressure . My boss is very pushy . He assigned me three projects . Now the deadlines are near , and I still have not finished all of my projects . "
neutral, What's the color of her eyes ? 
happiness," Yes , I think you ’ re right . I ’ m thinking about having a child , but not just yet . "
neutral," Yes , there is . Teenagers do not want to live traditional lives . They want to go out , have fun , and explore the world . They want to develop their own view of life . Parents usually try to discourage them , but they don ’ t often succeed . "
neutral, No . They will tell you the same thing in a worse way . 
neutral, I think so . Because I've taken one to improve my oral English during summer vacation . 
neutral,"Hello , Jim . What was the film like ? "
happiness,Would you like to stretch your legs ? 
neutral,May I help you ? 
neutral, All right . Thank you . 
happiness, That ’ s it . Thank you . 
happiness," Pretty good , thanks . I'm going to see my uncle . "
neutral, I've got a better idea . Why don ’ t we hire a boat and go for a ride ? What do you think ? 
happiness, Are you serious ? That will be wonderful ! 
anger,How dare you accuse me of stealing your computer ? 
neutral, I think I need a thorough check-up . 
happiness,I'm going to try sky diving this weekend . 
happiness," Good morning , Emma ! A lovely day , isn't it ? "
neutral," Well , I will think it over . "
neutral," Well , if you think you are ready , I'll let you enroll . "
happiness," Oh , thanks , professor Donald . This is really very nice of you . "
happiness, I'm honored to know you . 
anger, I don ’ t want to . 
anger, Certainly not . 
anger, Turn on the radio ? What for ? 
anger, Listen to some music ? And who ’ ll cook dinner ? Will you ? 
anger," To a disco ? Oh , no . You know I hate pop . "
sadness, I am not in the mood . 
sadness, I was told my girlfriend was speaking ill of me . It's a real letdown . 
sadness, But she did and it made me disappointed . 
sadness, But she means a lot to me . 
sadness," Oh , I just can't forget it . "
happiness, Come over and visit when you have time . 
happiness, Something like listening to music is a good idea . 
happiness, I think that might work for me as well . 
neutral,How many people are there in your family ? 
sadness, I failed my oral test . 
anxiety,It ’ s dangerous . I don ’ t dare to go . 
sadness, That ’ s weird . 
anger, Absolutely not ! I refuse to have thirteen people for dinner on Friday ! 
happiness," Got it . Thank you , Shirley . "
neutral, What time are you leaving ? 
happiness, You are such an expert on it . I don't know that . 
happiness," So , want me to book the tickets again ? "
sadness, NYU was my first choice . 
sadness, I ’ m sorry that you didn ’ t get in . 
neutral, You are going to take courses ? 
happiness, Very nice . 
happiness," Yes , I enjoyed it very much . "
neutral," It's just we've been planning to go the beach for a while , and we decided we could both make it this weekend . Then out of nowhere she called me up , said her boyfriend had made plans and that she need to cancel the trip . I was so angry when she told me that I said she didn't care about our friendship at all . "
anger,I can't bear you anymore . I am sick of your drinking . I am divorcing you . 
anger, How many chances should I give you ? I've given up on you ! 
neutral, That's a very good lesson . We must familiarize ourselves with the exam from now on . 
happiness,"Merry Christmas , Bill ! "
happiness, Well that's great ! It's nice that we have something in common . 
neutral," Hey , that's enough about my hair . "
neutral, I don't go to hairdressers because they're cute . 
neutral, Okay . 
happiness, Meeting new people is a good thing . 
neutral, Well I have to decide which gifts to keep and which to exchange for better ones when I go to the Boxing Day sales this afternoon ! 
anger, I might just ! Enjoy your stupid game ! 
anger, How could I feel easy ? I ’ m really pissed . 
neutral," According to the article , you have no real need to worry . Research nowadays is focussing on cloning parts of a human body to replace damaged or lost parts , not on recreating a whole human . "
neutral,Where did you go yesterday ? 
neutral," Well , I hope so . The competition is probably pretty heavy.And they want a writing sample too . "
neutral, I'd be happy to write one for you . 
neutral, I do . Right now I have it protected up to 30 below zero . 
neutral,"What's the matter with you , Paul ? "
neutral, I didn't wear make-up this morning . 
happiness," Don ’ t worry . I will call Hanson , and ask him to help you . "
happiness, Yes . I ’ Ve won the first prize in the math contest . 
happiness," By the way , would you like to have dinner with me tomorrow evening ? Tomorrow is my birthday . "
happiness," Hello sir . Good to meet you , too . "
happiness, Pretty good . There was a bit of turbulence while we were over the Pacific Ocean but it wasn't too bad . The worst thing was the guy behind me . He snored all through the night ! 
neutral," Well , so long , Mary . Have fun . "
happiness," You too , Peter . Give my regards to John . I'll see you in September . "
neutral, Can you tell which team seems to win ? 
anger, And let them ruin my life ? Forget it ! 
sadness, Bummer . I guess we're both out of luck . 
happiness, I heard it ’ s a very good movie . 
neutral, It must have been fun seeing those unusual animals and birds . 
happiness, But you agreed to go out with me at last . 
neutral, What do you plan on doing after you retire ? 
happiness," Sounds good , when ? "
happiness, See you then . 
happiness, OK . Bye ! 
happiness, You're so thoughtful . Wish you a good trip home . And we'll miss you . 
happiness,"Lovely day , isn't it ? "
anger, I really want to take him over my knee . 
sadness," Oh , I'm sorry . "
sadness," I'm so sorry , I .. I didn't realize it was that loud . "
happiness, Hobbies are never too late to learn . They offer a variety of classes at the local community college . You should look into it . 
happiness, I think I will . Thanks for the info . 
happiness, Are you enjoying married life ? 
happiness," I'm so happy . Even though we are both working , we get to spend a lot of time with each other in the evening and on the weekends . "
sadness, I am not in the mood . 
sadness, But she did and it made me disappointed . 
happiness, I am also impressed with the lines in the movie . 
happiness," Life is like a box of chocolates , you never know what you're gonna get . "
happiness, It deserves . That film can give us a lot of inspiration . 
happiness," Yes , the Forrest's experience can encourage the people in trouble . "
neutral," Okay , Pollyanna , what's so good about this weather ? "
neutral," Yes , I would . I need to buy a textbook for my course and , as you know , I love browsing through the latest paperbacks . "
happiness," Okay . BBS , an online service , offers a wide variety of online games , files , one-on-one chat , message areas , private mail , and participate forums . "
neutral, You ’ re welcome . Have a nice day . 
neutral,Can you tell which team seems to win ? 
happiness, Shall I say around ten o'clock ? 
happiness,Congratulations ! Mr . Stuart ! You won the city marathon . 
happiness, We are all very proud of you . 
neutral," Buying a house can be expensive , but there are ways to find cheaper houses . "
neutral, Was it a very old house ? 
neutral," No , they have a big new fancy house . "
happiness," The seats in the middle of this stadium are great , but they're already occupied by somebody else . "
happiness," Oh , thank you for pointing that out . By the way , have you been following NBA for this season ? "
happiness," Such an eye ! The true hazel eye-and so brilliant ! Regular features , open countenance , with a complexion , Oh ! What a bloom of full health , and such a pretty height and size ; such a firm and upright figure ! There is health , not merely in her bloom , but in her air , her head , her glance . One hears sometimes of a child being ' the picture of health ' ; now , she always gives me the idea of being the complete picture of grown-up health . She is loveliness itself . "
anxiety,I'm so nervous about this oral test . 
neutral,Hi . Are you new in this class ? 
neutral, It's once in blue moon . 
happiness," I recommend you ride a bike instead of commuting by bus . It may offer you many benefits . First , it's good for your health . I'm afraid it's not necessary for me to further elaborate . While lots of people spend time like an hour each morning exercising , a bike ride to work not only builds you up , but also makes full use of time . You might as well sleep out for a longer hour . "
neutral, That ’ s a big family . How old is your brother ? 
anxiety,I'm terribly nervous . 
sadness, I try to keep it to myself . But there is a lot of gossip about us . 
sadness," Worse still , he is trying to avoid me these days . "
sadness, It gives me a lot of pressure and I feel depressed . 
neutral, I had no idea that there were specific things that should be given on different anniversaries . 
neutral," Yeah , but that was before the guys ask me to join the team . "
happiness,Tony looks very handsome in the suit . 
neutral, I see . 
neutral, Yeah how ’ d you know ? 
neutral," Really well , thanks . "
happiness, yes . I bought a scarf yesterday . It's really nice and warm . Have a look . 
happiness," yes , but I bought it when it was on sale , 50 % off the original price . OK , what do you think ? "
happiness, that looks lovely . Just one more thing---you need a pair of earrings . 
happiness, I've got a pair of pearl earrings . Here it is . 
neutral, I went to play tennis in the public park . 
sadness,I am having a hard time at my job . 
sadness," My colleagues quickly get promotions , while I always get sidelined . I don't know what to do anymore . "
sadness, But I don't know what else I can do . I am willing to work hard . Sometimes I make mistakes and the boss is not happy . 
happiness, That's the spirit . Never give up on your dream . 
happiness," It's nice meeting you too , Alice . "
happiness, Thank you for joining the library ; we look forward to serving you . 
sadness," Oh , thank God . We all felt frightened by the bad new about him . "
neutral," Well , it's very expensive and they're usually singing in another language . That kind of gets on my nerves . "
sadness, But I always feel disappointed . I have many problems with English learning . 
sadness, I feel confused about the grammars . 
sadness, And my writing is not good . I feel so frustrated . 
sadness," I know that , mom . But sometimes I'm just sad . "
happiness, That's right . I thought I'd give it a shot . 
happiness," Well , I wish you good luck ! "
happiness,What shall we do after the volleyball match ? 
happiness, That's a good idea . I was thinking of buying some gifts for my family . 
happiness," Me , too . What did you have in mind ? "
happiness," I agree . They're very lovely , especially Huanhuan "
happiness," Is that the red one ? That is my favorite , too . Do you know how much they are ? "
happiness," The five dolls are sold together as a set , and they're priced according to the size . The bigger they are the more expensive . "
happiness," Oh , I see . If I buy more than a set , can I get any discount ? "
happiness," There are lots of things , such as postcards , key chains , posters and various arts and crafts . "
neutral, Are you there yet ? 
neutral, It seems that a lot of wars nowadays are really civil wars . People from different ethnic groups in the same country sometimes fight for power in that country . 
neutral," So , if the cause is poverty , there should be a program to make the country richer . If the problem is resources , share them . "
neutral, Ok . Goodbye . 
neutral," According to the newspaper , the town was razed by an earthquake and more than 10 thousand people died in the earthquake . "
happiness," Yes , let's do it now . "
neutral,"Hi , Mike . Haven't seen you for a while . How's Cathy ? "
happiness,I went to Jessie's birthday party yesterday . It was very good . 
happiness, We ate a lot of things . We played games and gave gifts to Jessie . We had a lot of fun . 
happiness, I'm proud of you for standing by her . I think you've helped make a big difference in her life . 
neutral," Ok , I won't keep you then . "
neutral,Ok ... I ’ ll talk to you later . Bye 
neutral, Maybe it ’ s just that he is stressed out from work or something . He does have a pretty nerve wracking job you know . 
happiness," Oh , that sounds great . How about 6 o ’ clock ? "
happiness, Yeah . Here ’ s my list . I ’ m not sure if the class schedule will allow me to take all of them though . 
happiness," Yeah , that ’ s perfect . What about the subjects for your minor ? "
neutral, I see . Are there any building more than 200 years old in your city ? 
happiness,"Hi , Zhengjun , what make you so happy . "
happiness," You know what , I've just got a new job with a computer company . "
anger," Yes , me too . I think I ’ Ve lost some important clients recently because of this train ! "
neutral, Oh look ! Here it comes now ! 
happiness," No , thank you . "
sadness," I'm sorry , but I can't . "
neutral," Well , you've got to prepare a lot of food and enough sleeping bags then . "
happiness," It sounds good . You can do a lot of sightseeing , too . "
anger, Stop it . Teacher doesn't treat me any different than she does everyone else . 
anger," Hey , I worked hard on that report and I deserve the grade I got . "
anger, You're just jealous because you didn't do as well as you thought you did . Admit it . 
anger, If you think that she is not fair with your work then you should talk to her in person instead of stewing over it . 
happiness, Congratulations ! Why do people hold parties before the baby is born ? 
neutral," So you will come , won't you ? "
anger, That's absolutely ridiculous ! 
neutral,That was a tough question . How did you get it right ? 
sadness, I had high hopes for NYU . 
sadness, I ’ m sorry you didn ’ t get accepted . 
anger, How could you ? I reminded you just this morning . 
sadness, It's leap my mind . I really feel terrible about it . 
anger, I have been looking forward to this performance all month . 
sadness, I'm really sorry I let you down . I'll make it up to you somehow . 
neutral," Well , to begin with , Gambling is addictive , ruins marriages , destroys families and bankrupts communities . Once you are addicted it is very difficult to stop . People have lost their houses , cars and been left out on the street after becoming addicted . Secondly , it exploits because men become addicted to gambling most often because of the action and risk . Women gamble to escape , and senior citizens will start gambling for the social interaction . Underage gamblers often start gambling on sports with friends and then illegal bookies . "
neutral," You cannot predict who will become addicted to gambling . Now excuse me , I have a protest rally to organize ! "
anger,I'm tired of you always wearing my clothing ! 
anger, Aren't you the pot calling the kettle black ? You're wearing my pants right now ! 
anger,Thanks . Sometimes talking with a friend is a great way to get over something . Do you mind if I vent a little bit ? 
anger," Great , because I am really mad at William . I mean , what kind of an idiot wouldn't be able to appreciate a smart , beautiful woman like me ? Anybody who would be friends with that guy has to be really dumb . "
anger," Oh right ... present company excluded , of course ! "
happiness, You big scrooge ! 
neutral," Actual 1y , it was their idea first . "
neutral," Yes , I really need someone who is really good . "
neutral, Um ... and what sport are we talking about here ? 
neutral," No , I'm talking about American football . The World Cup is soccer . "
neutral, I ’ m at the end of tether . I run out of ideas . 
anger, What happened to you last night ? You didn ’ t show up . 
sadness, I ’ m so sorry to hear that . 
happiness, You too . I hope to see you soon . Goodbye . 
anger,How annoying ! 
neutral,"Hello , Ann ! Is that you ? "
happiness, That's a dandy idea . Thank you for reminding me . 
neutral, She'd better keep away from them . 
happiness, Great minds think alike . 
sadness," No , I didn't . "
happiness,"Hey , check out this new game I bought today . "
neutral, You can take me to the bank if you want to . 
neutral, What should we do ? 
neutral, Good idea . 
happiness, A piece of cake ? 
neutral," Very sorry , I am occupied tonight . What about tomorrow night ? "
happiness, OK . where and when ? 
neutral,Do you think people still have faith in the government ? 
neutral, He's 78 and he's a new emigrant from South America and he's never been to school . 
neutral, Come on . You're great at teaching and I know you will love him . He's adorable ! 
happiness, Now that's an exciting job ! ! ! 
happiness, OK . How much do you want to bet on this game ? 
neutral, I think that the issue of greatest concern is having enough sources of clean water for everyone . 
neutral," to be honest , in order for the earth to continue to be a habitable place , we're all going to have to become more interested in the environment . "
neutral, Of course . There you are . 
happiness, Thanks so much . I owe you one . 
happiness," It was nice to see you , too . And please give my regards to Mrs.Robbins . "
happiness," well , I personally don't like then because i don't believe they are healthy . "
neutral," yeah , it's hard to believe but true . "
sadness, It's my girlfriend . I guess she's playing the army game . 
sadness, I saw her dating with her ex-boyfriend again . 
sadness, Maybe . But it still gets on my nerves . 
neutral,I want to meet you . Are you free this evening ? 
happiness,"How about a movie on Sunday , Mum ? "
anger, Just what I thought ! 
anxiety,"Man , I ’ m freaking out ! You gotta help me ! "
anxiety," I can ’ t go through with this ! I just can ’ t ! I ’ m not ready for marriage ! What was I thinking ? I ’ m only thirty five years old ! I ’ Ve got my entire life ahead of me , adventures waiting ! I can ’ t settle down yet ! "
sadness, I had a terrible quarrel with my neighbor yesterday . 
sadness," It is a long story . Basically , she thought I had laughed at her while I didn't . "
happiness, That's great . We can do something outdoors then . 
neutral," Magazines about fashions , such as Cosmo Polian . "
happiness, Well ... How about Friday then ? 
happiness, I'm ready . I'll look forward to it all Friday ! 
neutral, It ’ s true . Many students do the exercise when they have to . We have P . E . once a week . 
happiness, How about playing tennis with me ? 
neutral, Are you alright ? Can you do more ? 
neutral, I guess the games I like the most are the ones that I'm good at ! 
neutral," Well , I like to play darts . Whenever I go to a bar , I usually play for a few hours . "
neutral," I like traveling for pleasure to get places for vacation for instance . But I don ’ t like traveling to work , waiting for buses , or ... "
neutral, Here.Near this school . 
happiness, Can I give you a hand ? 
happiness, We should come here more often . 
happiness, That's exactly the way I feel . 
anger," Because I'm the wrong sex , of course ! "
anger," Yes , that was probably it ! It isn't fair . "
anger, Why should I wear a skirt ? Or a dress ? 
anger, Why should I do that ? I'm good at my job ! That's the only important thing ! 
neutral, I'm sorry . I'm attending a meeting at the Hilton then . 
happiness, Good idea ! Is two o'clock okay ? 
anxiety," School . Since I was working part time , I had a difficult time keeping up with class . Now that we have exams coming up , I'm totally freaking out . "
neutral, I hope so . I guess I won't be sleeping for the next 3 days . That's what it'll take . 
happiness, Great ! 
happiness, Thank you . And a merry Christmas to you ! 
neutral, You'd better give up smoking . It's bad for your health . 
neutral,"Hi , John , how was your vacation ? "
happiness," Well , we went bungee jumping when we were in Australia . "
sadness, He asked me to beef up in the work . 
happiness, Thanks . 
happiness, I can tell you worked hard on it . 
happiness, Let ’ s just hope my teacher agrees . 
happiness,Merry Christmas ! 
happiness, Not at all . A party is a party . I'll be happy to come . 
sadness,It's all over . I'm bankrupt . 
happiness, I like your black clothes and your fangs are cool . 
